IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Ektachrome, Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"November 16, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"E131102 Batch Average Data"
MATERIAL	"For Kodak Ektachrome Product Family (K3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
137	G5   	 11.47	 14.13	 12.12	 44.42	-14.52	 -1.37	 14.58	 185.38	0.00801386	0.01887429	0.06583675	0.11935911	0.12921822	0.11982409	0.11589384	0.12260343	0.13866002	0.16406269	0.19525355	0.22113087	0.22878807	0.21789507	0.19624556	0.16909152	0.14496905	0.12847141	0.11931238	0.11712660	0.12174206	0.12901820	0.12939528	0.11969668	0.10487204	0.09038531	0.07928729	0.07242169	0.07033689	0.07299010	0.08116076	0.09595631	0.11913524	0.15237729	0.19755141	0.25606234	0.32678422	0.40607895	0.48946970	0.57206078	0.65008178
138	G6   	  9.51	 14.09	 13.26	 44.36	-29.13	 -4.66	 29.50	 189.10	0.00836485	0.01827214	0.06374603	0.11897925	0.13314497	0.12728016	0.12549368	0.13380308	0.15189695	0.18026826	0.21546663	0.24582990	0.25753863	0.24945260	0.22835093	0.19813311	0.16809762	0.14438168	0.12686765	0.11465869	0.10658605	0.09928101	0.08752727	0.07187179	0.05675672	0.04497890	0.03712368	0.03264761	0.03130838	0.03285703	0.03777901	0.04707448	0.06268623	0.08676343	0.12228278	0.17210005	0.23719300	0.31538532	0.40269034	0.49348788	0.58235633
139	G7   	  7.80	 13.86	 14.05	 44.03	-42.51	 -7.35	 43.14	 189.81	0.00806020	0.01651417	0.05828410	0.11265913	0.13093029	0.12949715	0.13060309	0.14087484	0.16124990	0.19276344	0.23217985	0.26748140	0.28375567	0.27898591	0.25852152	0.22441653	0.18680670	0.15363263	0.12573123	0.10259698	0.08325549	0.06629951	0.04988073	0.03533241	0.02455556	0.01765728	0.01356312	0.01132254	0.01069474	0.01134234	0.01360083	0.01818678	0.02642750	0.04064824	0.06396178	0.10062812	0.15381599	0.22405909	0.30899563	0.40346927	0.50062093
140	G8   	  6.21	 14.12	 15.21	 44.40	-59.94	 -9.68	 60.71	 189.17	0.00735882	0.01300020	0.04572078	0.09520341	0.11965046	0.12701190	0.13443965	0.14904196	0.17435685	0.21278027	0.26153283	0.30769992	0.33407394	0.33666718	0.31731570	0.27351519	0.21705880	0.16186235	0.11327980	0.07405948	0.04497301	0.02571929	0.01397560	0.00761030	0.00441032	0.00292751	0.00213934	0.00165895	0.00155497	0.00159226	0.00190997	0.00263023	0.00431154	0.00776285	0.01516671	0.03006644	0.05785216	0.10341889	0.17025816	0.25719876	0.35848423
141	G9   	 29.65	 34.05	 28.12	 65.00	-11.65	 -0.04	 11.65	 180.19	0.01622025	0.03658940	0.13133706	0.25484815	0.29927045	0.29934955	0.30018580	0.31315559	0.33658749	0.36907675	0.40541167	0.43344083	0.44069156	0.43109251	0.41265718	0.38386470	0.35358971	0.33054676	0.31577763	0.31020962	0.31542374	0.32614310	0.32618653	0.31035094	0.28586175	0.26063588	0.23977221	0.22582329	0.21998407	0.22263649	0.23445079	0.25600019	0.28773508	0.32942412	0.38055425	0.44021575	0.50586546	0.57361330	0.63989093	0.70182352	0.75781912
142	G10  	 26.30	 33.56	 29.21	 64.61	-23.23	 -2.49	 23.36	 186.12	0.01662925	0.03569893	0.12800368	0.25203631	0.30086940	0.30559186	0.30943462	0.32419208	0.34952694	0.38470958	0.42469637	0.45702821	0.46875055	0.46365031	0.44869768	0.41978242	0.38516421	0.35432888	0.32847668	0.30827594	0.29472121	0.28390913	0.26454326	0.23566457	0.20485126	0.17798733	0.15796904	0.14536676	0.14030388	0.14271400	0.15309888	0.17227380	0.20129084	0.24085204	0.29146669	0.35315407	0.42365048	0.49894879	0.57485139	0.64740290	0.71396346
143	G11  	 23.58	 33.43	 30.23	 64.51	-34.36	 -4.30	 34.63	 187.13	0.01624229	0.03448425	0.12378221	0.24742089	0.30045022	0.31000558	0.31705305	0.33379081	0.36139111	0.39978465	0.44405875	0.48164135	0.49884465	0.49921510	0.48848532	0.45955408	0.41968796	0.37924367	0.34012168	0.30368188	0.27149016	0.24205675	0.20873260	0.17300797	0.14123879	0.11653123	0.09948469	0.08933790	0.08553129	0.08750413	0.09575157	0.11131919	0.13568676	0.17040384	0.21695652	0.27648980	0.34755588	0.42663476	0.50899156	0.59002882	0.66591235
144	G12  	 19.68	 33.40	 32.22	 64.49	-52.54	 -7.40	 53.06	 188.02	0.01622201	0.03179451	0.11407115	0.23608290	0.29737408	0.31714470	0.33146481	0.35282126	0.38529804	0.43000542	0.48243072	0.52938747	0.55626766	0.56634118	0.56277285	0.53243959	0.47991994	0.41706695	0.34866577	0.28030315	0.21770761	0.16495994	0.12071687	0.08592295	0.06156134	0.04576485	0.03618368	0.03092647	0.02904169	0.03005949	0.03433124	0.04283599	0.05721439	0.07979531	0.11358913	0.16181129	0.22566809	0.30359225	0.39159940	0.48408184	0.57476566
145	G13  	 36.52	 49.06	 53.79	 75.49	-32.58	-15.67	 36.15	 205.68	0.02733435	0.05402905	0.19463813	0.41202394	0.53590444	0.58789856	0.62147166	0.65125374	0.67660734	0.69675987	0.71175909	0.71727353	0.70729022	0.69369386	0.68219611	0.65533213	0.61404315	0.56600833	0.51186109	0.45485116	0.40066238	0.35182009	0.30190822	0.25255915	0.21009591	0.17714032	0.15404320	0.13987503	0.13395549	0.13568727	0.14540125	0.16388386	0.19226355	0.23132737	0.28168009	0.34356310	0.41481848	0.49136836	0.56884445	0.64303537	0.71074129
146	G14  	 40.34	 28.16	 38.59	 60.03	 46.25	-24.15	 52.18	 332.43	0.02334552	0.05430526	0.19903009	0.39574550	0.47691726	0.48389844	0.49088266	0.50808911	0.50845155	0.48499685	0.44217809	0.38541448	0.31825758	0.25337632	0.20155734	0.16343042	0.14107643	0.13407448	0.14168388	0.16839348	0.22583820	0.32064093	0.43418933	0.53863310	0.61940887	0.67514728	0.71010425	0.73038417	0.74184162	0.74872330	0.75386581	0.75948334	0.76703772	0.77722464	0.79021049	0.80599103	0.82378842	0.84291146	0.86198013	0.88006368	0.89756053
147	G15  	 67.08	 69.62	 13.91	 86.81	 -0.11	 66.79	 66.79	 90.10	0.00744390	0.02221401	0.07592647	0.12665670	0.12585523	0.10977290	0.10132624	0.10508624	0.12501638	0.16747860	0.23808540	0.33203865	0.43318745	0.53079874	0.61660768	0.67273499	0.70079040	0.71455721	0.72126775	0.72939241	0.75160507	0.79028166	0.82214989	0.83605509	0.83838871	0.83477568	0.82805389	0.82003275	0.81214753	0.80515069	0.79981986	0.79718482	0.79773268	0.80189422	0.80970697	0.82121511	0.83547550	0.85167415	0.86860968	0.88505867	0.90113765
148	G16  	 10.99	 11.46	  9.08	 40.34	 -0.46	  1.30	  1.37	 109.49	0.00676494	0.01661932	0.05702588	0.09905504	0.10212627	0.09061569	0.08550198	0.09028058	0.10296059	0.12344530	0.14846236	0.16825289	0.17164147	0.15873436	0.13769828	0.11494054	0.09719220	0.08710104	0.08418759	0.08889028	0.10263425	0.12268091	0.13790141	0.14062561	0.13329442	0.12197656	0.11160120	0.10480192	0.10300033	0.10675686	0.11703953	0.13522823	0.16268822	0.20084110	0.25063720	0.31272048	0.38523421	0.46407797	0.54473935	0.62256229	0.69462656
149	G17  	 31.65	 21.61	  8.45	 53.61	 44.84	 26.46	 52.06	 30.55	0.00600277	0.01917843	0.06570670	0.10782053	0.10444786	0.08759460	0.07958796	0.08265723	0.09376048	0.11259409	0.13615562	0.15510752	0.15868889	0.14688696	0.12802961	0.10911892	0.09687061	0.09407282	0.10214821	0.12633858	0.17881325	0.26885151	0.38239955	0.49215216	0.58059188	0.64372079	0.68479598	0.70963008	0.72437356	0.73377699	0.74084033	0.74812685	0.75679642	0.76783283	0.78140158	0.79774585	0.81616884	0.83582542	0.85563407	0.87437951	0.89290323
150	G18  	 29.25	 42.86	 15.66	 71.46	-41.01	 35.85	 54.47	 138.84	0.00924463	0.02124484	0.07240074	0.12947756	0.13881753	0.12915713	0.12425165	0.13071282	0.15342480	0.19808803	0.26760900	0.35345923	0.43749644	0.51019287	0.56509391	0.58528557	0.57286143	0.54084232	0.49558990	0.44374601	0.39283871	0.34624089	0.29795801	0.24957316	0.20761024	0.17498762	0.15212608	0.13814214	0.13234125	0.13417330	0.14392598	0.16238797	0.19056363	0.22950236	0.27969372	0.34138819	0.41241575	0.48874219	0.56609280	0.64033621	0.70843658
151	G19  	 18.02	 17.67	 37.81	 49.09	  5.32	-41.96	 42.30	 277.23	0.02152398	0.04413078	0.16051328	0.33374754	0.42250206	0.44832358	0.46877118	0.49382290	0.50259987	0.48877384	0.45544536	0.40634348	0.34375597	0.28028220	0.22663293	0.18294146	0.15211228	0.13406199	0.12601782	0.12704917	0.13735503	0.15256288	0.16072949	0.15617261	0.14315410	0.12825246	0.11577787	0.10777310	0.10522899	0.10846098	0.11844162	0.13624081	0.16334146	0.20094261	0.24996972	0.31098715	0.38209959	0.45941770	0.53846114	0.61516092	0.68627961
152	G20  	  2.80	  6.00	  2.08	 29.40	-41.96	 19.66	 46.34	 154.89	0.00236250	0.00363671	0.01033577	0.01550470	0.01358446	0.01056704	0.00953800	0.01060251	0.01462553	0.02413489	0.04250296	0.06973463	0.09788179	0.11643926	0.11983957	0.10826094	0.09005337	0.07268508	0.05820924	0.04671346	0.03749795	0.02945637	0.02156746	0.01456640	0.00957023	0.00654687	0.00484293	0.00386938	0.00368488	0.00397221	0.00499465	0.00719906	0.01146541	0.01949089	0.03420161	0.06002383	0.10156586	0.16164127	0.24040429	0.33387884	0.43519623
153	G21  	  5.26	  9.11	  7.08	 36.20	-35.32	  1.76	 35.36	 177.14	0.00499671	0.01067030	0.03579316	0.06296001	0.06600918	0.05969644	0.05730888	0.06202655	0.07447753	0.09665903	0.12800637	0.16003412	0.17903800	0.17971574	0.16571801	0.14163078	0.11664183	0.09648718	0.08125589	0.07014299	0.06189137	0.05432073	0.04468281	0.03393553	0.02475966	0.01833754	0.01438677	0.01221910	0.01164604	0.01243758	0.01491344	0.01992607	0.02886156	0.04396707	0.06850141	0.10666954	0.16135708	0.23269511	0.31818513	0.41242933	0.50900317
154	G22  	  1.46	  1.83	  3.94	 14.57	 -8.19	-19.87	 21.49	 247.62	0.00380589	0.00769697	0.02566617	0.04467863	0.04566402	0.03962332	0.03760744	0.04110163	0.04783289	0.05689931	0.06543359	0.06795455	0.06026888	0.04588263	0.03160304	0.02086457	0.01431539	0.01087636	0.00929778	0.00913253	0.01012788	0.01166341	0.01212469	0.01083700	0.00868469	0.00676962	0.00547530	0.00464936	0.00457726	0.00507396	0.00639612	0.00918725	0.01450373	0.02412063	0.04129566	0.07035761	0.11562367	0.17922525	0.26065495	0.35532842	0.45634167
155	H1   	  2.43	  2.79	  2.97	 19.18	 -5.03	 -5.40	  7.38	 227.01	0.00316139	0.00734019	0.02281490	0.03648301	0.03413009	0.02752796	0.02493075	0.02693725	0.03259781	0.04203201	0.05395500	0.06307830	0.06279929	0.05342891	0.04079630	0.02955686	0.02204518	0.01809252	0.01668577	0.01766049	0.02126324	0.02666430	0.03038271	0.03004617	0.02668609	0.02265601	0.01946748	0.01758819	0.01739771	0.01892749	0.02256241	0.02942717	0.04125988	0.06044447	0.09014388	0.13407505	0.19423690	0.26971505	0.35701868	0.45041563	0.54400811
156	H2   	  2.22	  2.85	  3.86	 19.44	-10.62	-10.93	 15.24	 225.82	0.00343572	0.00786575	0.02612398	0.04404203	0.04340091	0.03664946	0.03409865	0.03691614	0.04394192	0.05489468	0.06769640	0.07629623	0.07401589	0.06198248	0.04693892	0.03374640	0.02481389	0.01983913	0.01758376	0.01756928	0.01962235	0.02266126	0.02378929	0.02179933	0.01812242	0.01465245	0.01212668	0.01067857	0.01047346	0.01137350	0.01384467	0.01880861	0.02758735	0.04249731	0.06673269	0.10451530	0.15890394	0.23009201	0.31556207	0.40998414	0.50685650
157	H3   	  1.94	  2.75	  4.68	 19.01	-14.90	-16.46	 22.20	 227.85	0.00380258	0.00839474	0.02793522	0.04934467	0.05116758	0.04509239	0.04308406	0.04700139	0.05517042	0.06696319	0.07979919	0.08696929	0.08202062	0.06725364	0.05010344	0.03537146	0.02539822	0.01963523	0.01657987	0.01553913	0.01603291	0.01689086	0.01618372	0.01364877	0.01053735	0.00801768	0.00637579	0.00540492	0.00525312	0.00576833	0.00724447	0.01029508	0.01593574	0.02622938	0.04419691	0.07433068	0.12067325	0.18508340	0.26660898	0.36053604	0.46004008
158	H4   	  1.68	  2.91	  6.67	 19.67	-24.07	-24.95	 34.66	 226.03	0.00394674	0.00737653	0.02666034	0.05288765	0.06228792	0.06152148	0.06317785	0.07076846	0.08265671	0.09768679	0.11215160	0.11815578	0.10902481	0.08845037	0.06530847	0.04481354	0.03001898	0.02058364	0.01457422	0.01068761	0.00802284	0.00592037	0.00396448	0.00246895	0.00159164	0.00113598	0.00087779	0.00062721	0.00065750	0.00067425	0.00083054	0.00131917	0.00225416	0.00442148	0.00932283	0.02021718	0.04211739	0.08055276	0.14044636	0.22219949	0.32135793
159	H5   	  9.29	 10.86	 11.70	 39.34	 -9.37	 -8.86	 12.89	 223.39	0.00790278	0.01866633	0.06522069	0.11885505	0.12927623	0.12006828	0.11640851	0.12335143	0.13817483	0.15952975	0.18316710	0.19876547	0.19585684	0.17673636	0.15076963	0.12394418	0.10277899	0.08966972	0.08344092	0.08366081	0.09034932	0.10000720	0.10393019	0.09846416	0.08737692	0.07576172	0.06657089	0.06094762	0.05937387	0.06200964	0.06953976	0.08335272	0.10504474	0.13665547	0.18016857	0.23730476	0.30739187	0.38716888	0.47197757	0.55658080	0.63718340
160	H6   	  8.28	 10.77	 14.91	 39.18	-17.30	-17.93	 24.92	 226.02	0.00925158	0.02052659	0.07292024	0.13943073	0.15984574	0.15539015	0.15487772	0.16498439	0.18199333	0.20370150	0.22508332	0.23566361	0.22606587	0.20051968	0.16929026	0.13769563	0.11220400	0.09507785	0.08467977	0.07986449	0.07949972	0.08021804	0.07595268	0.06593754	0.05421740	0.04419915	0.03715009	0.03303971	0.03191407	0.03359056	0.03867402	0.04832600	0.06423754	0.08879427	0.12472084	0.17503142	0.24041429	0.31883422	0.40607941	0.49667935	0.58519113
161	H7   	  7.38	 10.77	 18.88	 39.20	-25.66	-27.15	 37.36	 226.62	0.01066048	0.02159430	0.07740961	0.15658795	0.19086642	0.19591861	0.20208679	0.21746791	0.23752110	0.25923237	0.27715447	0.28155705	0.26431154	0.23158103	0.19404371	0.15593083	0.12387032	0.10041364	0.08359258	0.07167719	0.06294531	0.05502774	0.04507719	0.03421771	0.02501506	0.01857815	0.01461206	0.01241740	0.01186987	0.01261054	0.01504446	0.02009044	0.02901742	0.04422721	0.06876639	0.10681379	0.16142267	0.23275556	0.31822519	0.41246004	0.50885481
162	H8   	  6.45	 10.88	 24.60	 39.38	-35.68	-38.13	 52.22	 226.91	0.01122078	0.01872826	0.06743573	0.15215228	0.20931052	0.23895003	0.26457873	0.29381063	0.32242463	0.34664663	0.36153390	0.35877650	0.33179411	0.28891094	0.24012989	0.18708004	0.13813766	0.09871277	0.06806953	0.04507003	0.02833525	0.01697253	0.00959123	0.00538903	0.00324503	0.00228477	0.00176037	0.00136325	0.00126290	0.00127932	0.00156423	0.00222432	0.00348165	0.00626303	0.01239859	0.02536067	0.05030643	0.09251579	0.15623536	0.24100062	0.34141705
163	H9   	 31.37	 33.90	 30.00	 64.88	 -4.75	 -3.29	  5.78	 214.68	0.01707619	0.03934122	0.14127698	0.27574350	0.32576949	0.32729729	0.32901677	0.34275985	0.36474158	0.39259579	0.42100626	0.43901408	0.43567487	0.41690448	0.39197634	0.36023390	0.33038474	0.31011032	0.30010599	0.30137819	0.31608925	0.33880182	0.35091303	0.34463424	0.32615392	0.30397599	0.28434507	0.27071751	0.26488460	0.26770293	0.27981077	0.30186306	0.33384805	0.37524934	0.42517925	0.48265565	0.54474490	0.60813618	0.66959580	0.72636464	0.77757546
164	H10  	 29.62	 33.72	 33.61	 64.74	-10.65	 -9.05	 13.98	 220.36	0.01869049	0.04145928	0.14943253	0.29752681	0.35966874	0.36879436	0.37536917	0.39192751	0.41427624	0.43965636	0.46334614	0.47545260	0.46648389	0.44353777	0.41596097	0.38137192	0.34784438	0.32302884	0.30711389	0.30056320	0.30459085	0.31384479	0.31255174	0.29596283	0.27121830	0.24611246	0.22559657	0.21191816	0.20621783	0.20893141	0.22069532	0.24212448	0.27361739	0.31521641	0.36652866	0.42694596	0.49375491	0.56307286	0.63118569	0.69493978	0.75262398
165	H11  	 28.41	 33.59	 37.35	 64.64	-14.85	-14.53	 20.77	 224.39	0.02037476	0.04356785	0.15748868	0.31944672	0.39452806	0.41219880	0.42439623	0.44414348	0.46637803	0.48809369	0.50544546	0.51027953	0.49443451	0.46651274	0.43562775	0.39796697	0.36088271	0.33183820	0.31071218	0.29751860	0.29299115	0.29211574	0.28148991	0.25843316	0.23048499	0.20445572	0.18421820	0.17119397	0.16586430	0.16845097	0.17951103	0.19975333	0.22998776	0.27065991	0.32183483	0.38315860	0.45216780	0.52492989	0.59746360	0.66632832	0.72911579
166	H12  	 25.26	 33.22	 47.56	 64.34	-26.35	-27.92	 38.39	 226.65	0.02412874	0.04785161	0.17253393	0.36724478	0.47941917	0.52606542	0.55857708	0.58928512	0.61108508	0.62119626	0.61987940	0.60483375	0.57180129	0.53216651	0.49359082	0.44726650	0.39859824	0.35492086	0.31572719	0.28102107	0.25125805	0.22422288	0.19310361	0.15956945	0.12967628	0.10653649	0.09063203	0.08123262	0.07770476	0.07961416	0.08747922	0.10239861	0.12583944	0.15950581	0.20507501	0.26388681	0.33475959	0.41425975	0.49772315	0.58028085	0.65759237
167	H13  	 33.09	 46.00	 53.46	 73.54	-35.90	-18.67	 40.46	 207.48	0.02671338	0.05240526	0.18838169	0.40150391	0.52641370	0.58131633	0.61753156	0.64911481	0.67528363	0.69505042	0.70863706	0.71206712	0.69955850	0.68298508	0.66781194	0.63668760	0.59070142	0.53763156	0.47837598	0.41648303	0.35763513	0.30478718	0.25324310	0.20509207	0.16556248	0.13603659	0.11602960	0.10407901	0.09927042	0.10101154	0.10959084	0.12606979	0.15167608	0.18794241	0.23598092	0.29671100	0.36846221	0.44749952	0.52913187	0.60873926	0.68223446
168	H14  	 35.42	 22.70	 35.17	 54.76	 53.10	-28.50	 60.27	 331.78	0.02158504	0.05207723	0.19051088	0.37621986	0.44930501	0.45089458	0.45558140	0.47197884	0.46893971	0.43869870	0.38775308	0.32429845	0.25440591	0.19062109	0.14240440	0.10948571	0.09140724	0.08602202	0.09233388	0.11460089	0.16460510	0.25240887	0.36579432	0.47792321	0.56985043	0.63620190	0.67968601	0.70614977	0.72195358	0.73218799	0.73995680	0.74790871	0.75725755	0.76889839	0.78326121	0.80029408	0.81931451	0.83924948	0.85905206	0.87764253	0.89570112
169	H15  	 66.51	 68.56	 10.28	 86.29	  0.90	 76.48	 76.49	 89.33	0.00505671	0.01686794	0.05669660	0.09000489	0.08461690	0.07043145	0.06342011	0.06610060	0.08185064	0.11725501	0.18054604	0.27181548	0.37834948	0.48739091	0.58655787	0.65481980	0.69150862	0.71043193	0.71994887	0.72943963	0.75228533	0.79129378	0.82339451	0.83764610	0.84034659	0.83709791	0.83068350	0.82296671	0.81511463	0.80815903	0.80265948	0.79973026	0.79992415	0.80375024	0.81123456	0.82234607	0.83616391	0.85198624	0.86852160	0.88480247	0.90079486
170	H16  	  6.88	  7.20	  5.81	 32.25	 -0.60	  0.58	  0.83	 136.13	0.00480062	0.01196583	0.04015458	0.06696617	0.06599029	0.05605181	0.05176184	0.05500333	0.06438129	0.08006541	0.09979193	0.11576830	0.11837765	0.10726415	0.08965671	0.07166113	0.05839233	0.05111944	0.04904247	0.05244364	0.06240571	0.07714845	0.08860141	0.09078491	0.08532102	0.07695840	0.06945182	0.06471270	0.06365928	0.06673575	0.07494291	0.08969908	0.11256809	0.14563461	0.19073836	0.24961847	0.32131077	0.40228467	0.48774800	0.57253127	0.65260835
171	H17  	 26.23	 16.16	  5.04	 47.18	 51.67	 30.17	 59.84	 30.28	0.00395638	0.01395234	0.04649021	0.07166883	0.06488435	0.05111267	0.04491606	0.04676898	0.05446044	0.06785847	0.08502510	0.09881257	0.10057649	0.09022118	0.07495025	0.06092391	0.05248089	0.05076114	0.05660738	0.07450235	0.11605357	0.19399588	0.30268451	0.41802896	0.51794085	0.59318907	0.64446595	0.67694326	0.69724856	0.71093117	0.72131421	0.73134317	0.74244493	0.75555512	0.77111332	0.78921379	0.80908870	0.82989229	0.85054567	0.87005472	0.88942159
172	H18  	 25.03	 38.82	 12.24	 68.62	-45.76	 40.01	 60.79	 138.84	0.00698863	0.01687870	0.05642327	0.09788080	0.10167732	0.09208755	0.08748636	0.09255711	0.11181988	0.15142113	0.21640858	0.30161101	0.39016118	0.46998515	0.53113213	0.55494077	0.54259446	0.50800496	0.45869545	0.40233495	0.34664740	0.29588604	0.24591043	0.19884858	0.16007742	0.13120269	0.11163190	0.10004991	0.09542521	0.09721221	0.10574935	0.12200330	0.14733365	0.18320819	0.23078933	0.29108437	0.36256683	0.44142024	0.52314170	0.60305042	0.67736757
173	H19  	 13.74	 13.15	 34.99	 42.98	  6.95	-48.55	 49.05	 278.14	0.01970019	0.04044781	0.14729408	0.30837196	0.39241690	0.41721596	0.43815551	0.46389162	0.47124180	0.45320601	0.41402285	0.35935125	0.29336884	0.22905069	0.17669648	0.13630655	0.10909303	0.09350388	0.08634792	0.08646471	0.09355067	0.10407314	0.10891443	0.10401615	0.09303587	0.08122811	0.07176478	0.06593308	0.06429773	0.06697104	0.07483908	0.08916235	0.11156945	0.14393781	0.18819044	0.24598121	0.31638238	0.39602814	0.48011841	0.56394567	0.64317853
174	H20  	  1.43	  2.17	  3.02	 16.35	-16.62	-10.63	 19.73	 212.61	0.00314448	0.00612909	0.01962621	0.03282221	0.03215807	0.02699830	0.02518870	0.02764609	0.03369664	0.04345847	0.05560455	0.06467873	0.06401056	0.05403397	0.04071909	0.02877155	0.02056025	0.01578619	0.01327084	0.01243567	0.01285601	0.01361425	0.01304539	0.01093549	0.00834362	0.00633216	0.00501798	0.00420171	0.00407568	0.00451721	0.00570334	0.00829470	0.01318084	0.02217047	0.03830894	0.06600201	0.10977882	0.17196626	0.25222328	0.34625178	0.44714477
175	H21  	  4.62	  7.61	 11.03	 33.15	-30.23	-17.51	 34.93	 210.08	0.00680013	0.01396948	0.04908562	0.09445185	0.10871475	0.10604954	0.10660833	0.11563737	0.13179867	0.15429925	0.17904123	0.19561094	0.19330454	0.17394970	0.14632844	0.11612733	0.09028610	0.07149053	0.05815246	0.04880890	0.04198908	0.03588616	0.02854803	0.02087733	0.01467462	0.01057391	0.00808759	0.00668447	0.00637331	0.00684807	0.00842889	0.01180232	0.01790996	0.02886039	0.04782890	0.07914069	0.12693490	0.19273102	0.27536068	0.37010601	0.46999725
176	H22  	  1.52	  0.75	  1.70	  6.75	 27.19	-15.60	 31.35	 330.15	0.00310036	0.00744020	0.02269812	0.03443202	0.03019853	0.02224529	0.01933993	0.02073517	0.02246986	0.02279570	0.02046955	0.01546640	0.00936762	0.00466707	0.00212194	0.00109348	0.00068180	0.00052203	0.00052904	0.00085537	0.00197044	0.00523391	0.01193053	0.02090777	0.02872857	0.03345314	0.03556754	0.03675614	0.03892133	0.04318926	0.05102988	0.06406328	0.08416537	0.11383154	0.15526948	0.21080406	0.28016383	0.36027440	0.44666964	0.53383640	0.61756668
177	I1   	  4.06	  4.17	  5.89	 24.23	  0.54	-13.61	 13.62	 272.25	0.00493629	0.01181020	0.04038671	0.06962686	0.07085269	0.06145471	0.05767300	0.06166167	0.07027425	0.08234420	0.09445761	0.09955493	0.09169150	0.07431299	0.05558776	0.04028606	0.03048681	0.02546795	0.02394808	0.02579141	0.03161025	0.04053240	0.04758845	0.04876983	0.04507188	0.03973193	0.03518374	0.03238835	0.03199488	0.03425757	0.03975959	0.04975649	0.06621336	0.09141344	0.12814997	0.17925178	0.24538934	0.32421426	0.41142689	0.50157433	0.58955634
178	I2   	  4.09	  4.15	  8.97	 24.15	  1.33	-26.25	 26.28	 272.89	0.00646486	0.01518888	0.05389257	0.09908156	0.10807927	0.09959606	0.09687230	0.10362593	0.11370962	0.12398937	0.13003291	0.12541530	0.10701851	0.08153313	0.05821832	0.04078248	0.03004565	0.02453270	0.02252052	0.02362942	0.02815912	0.03491590	0.03964425	0.03936077	0.03529109	0.03033731	0.02632426	0.02392355	0.02356442	0.02530586	0.02974319	0.03809052	0.05208984	0.07413254	0.10724050	0.15462701	0.21764048	0.29471202	0.38200951	0.47383176	0.56459962
179	I3   	  4.13	  4.15	 13.30	 24.17	  1.79	-39.59	 39.63	 272.58	0.00828384	0.01848511	0.06683031	0.13149373	0.15450480	0.15184705	0.15367412	0.16540721	0.17642386	0.18144941	0.17663203	0.15845350	0.12723304	0.09250354	0.06379391	0.04339803	0.03101511	0.02441817	0.02139623	0.02112221	0.02326184	0.02641078	0.02745429	0.02511812	0.02090249	0.01693264	0.01411855	0.01249541	0.01216574	0.01316951	0.01591853	0.02135703	0.03085260	0.04676952	0.07238823	0.11169415	0.16737371	0.23945776	0.32515581	0.41889212	0.51433729
180	I4   	  4.25	  4.18	 21.19	 24.27	  3.02	-57.71	 57.79	 273.00	0.00986548	0.01735876	0.06364104	0.14544744	0.20126774	0.22849845	0.25450533	0.28428714	0.29995284	0.29376785	0.26673200	0.22330804	0.16958979	0.11834266	0.07856479	0.05040155	0.03251200	0.02187991	0.01533249	0.01119787	0.00837692	0.00621532	0.00428110	0.00276250	0.00179335	0.00133121	0.00105732	0.00084969	0.00081479	0.00086602	0.00099527	0.00149863	0.00249571	0.00465158	0.00969305	0.02066770	0.04262441	0.08114249	0.14122105	0.22306884	0.32216833
181	I5   	 13.69	 14.17	 14.71	 44.48	  0.18	 -8.28	  8.29	 271.24	0.00937196	0.02343132	0.08247286	0.15200174	0.16745945	0.15731823	0.15308771	0.16101110	0.17674916	0.19811351	0.22002354	0.23190144	0.22404089	0.20042640	0.17147538	0.14288504	0.12118258	0.10879813	0.10480387	0.10946918	0.12416481	0.14545658	0.16093546	0.16283818	0.15403770	0.14120562	0.12960810	0.12193458	0.11962443	0.12338677	0.13421854	0.15329356	0.18179847	0.22085501	0.27108837	0.33268758	0.40357832	0.47971544	0.55700776	0.63114695	0.69984407
182	I6   	 13.74	 14.10	 19.58	 44.37	  0.93	-19.73	 19.75	 272.69	0.01180602	0.02826556	0.10129101	0.19427464	0.22399632	0.21879821	0.21795328	0.22938918	0.24534578	0.26172001	0.27301064	0.27049604	0.24782181	0.21254635	0.17624715	0.14364837	0.11994948	0.10645033	0.10153150	0.10503046	0.11785979	0.13644819	0.14914601	0.14902862	0.13932252	0.12639234	0.11507979	0.10778918	0.10560097	0.10912894	0.11929324	0.13743436	0.16476729	0.20260596	0.25193563	0.31314342	0.38435848	0.46167373	0.54071013	0.61719420	0.68840134
